restaurant_name,translated_restaurant_name,url,tel,genre,business_hours,closed_days,budget,credit_card,address,entrance,parking,seats,counter_seats,smoking,private_room,store_website,remarks,lecture,cooking_specialties,drinking_specialties,usage_scenes,wifi_available,video,qr_code_payment,phone_number,private,available_drinks,reservation,child_friendly,power_supply_available,foreign_language_support,dress_code,pet_friendly,instagram,facebook,waiting,service,additional_equipment,ic_card_payment,twitter,쇼핑 직무 정보,beer_maker,인근 시설
串かつ でんがな 浅草店,Kushikatsu Dengana Asakusa 지점,https://retty.me/area/PRE13/ARE9/SUB902/100000739469/,03-5806-2711,이자카야 쿠시 카츠,"[월요일부터 금요일까지]
 11:30-23:30 L.O. 23:00
[태양/토요일]
 10:00-23:30 L.O. 23:00",하루 종일 개점,"점심 : ~ 3,000 엔
저녁 식사 : ~ 3,000 엔",불가능합니다,"1-9-7 Asakusa, Taito-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Tsukuba Express / Asakusa 역에서 도보로 2 분 거리 (130m)
도쿄 메트로 긴자 라인 / 타와 라마치 (도쿄) 역에서 도보로 4 분 거리 (260m)
도쿄 메트로 진 자 라인 / 아사쿠사 역에서 도보 6 분 (470m)",,,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,https://stores.dengana.jp/tokyo/taito-ku/asakusa 1-9-7.html,,,,,"점심 연회/음주 파티 작별 파티를 환영 파티 연말 파티 새해 파티를 마시는 와인 브런치 브런치 저녁 식사 저녁 식사 저녁 식사 저녁 식사 식당/저렴한 레스토랑 비 스모킹 쇼치
다른 사용 장면을 참조하십시오",,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/21840513.jpg,,,,,,,,,,,,,,,,,,,,
鳥良商店 浅草すしや通り店,Torira Shoten Asakusa Sushiyadori 매장,https://retty.me/area/PRE13/ARE9/SUB902/100001271324/,03-5830-0561,이자카야 소바 (소바) 카레,"[하루 종일]
 0:00-24:00",하루 종일 개점,"점심 : ~ 3,000 엔
저녁 식사 : ~ 3,000 엔",예,"도쿄 카이 칸 1F, 1-12-9 아사쿠사, 타이토 쿠, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Tsukuba Express / Asakusa Station에서 도보로 2 분 거리 (99m)
도쿄 메트로 진 자 라인 / 타와 라마치 (도쿄) 역에서 도보로 4 분 거리 (300m)
도쿄 메트로 진 자 라인 / 아사쿠사 역에서 도보 6 분 (470m)",,50 석,예,"연기 분리
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,https://sfpdining.jp/,,,,,"점심 브런치 아침 식사 이용 가능한 첫 번째 기차 저녁 식사 흡연 세련된 점심 늦은 밤 지불 가능
다른 사용 장면을 참조하십시오",,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/3617427.jpg,PayPay,,,,,,,,,,,,,,,,,,,
鮨 なか乃,스시 나카노,https://retty.me/area/PRE13/ARE9/SUB902/100001073056/,03-3842-7845,초밥 해산물과 해산물,"[하루 종일]
점심 11:00-14:00
저녁 식사 17:00-22:00",불규칙한 휴일,"점심 : ~ 2,000 엔
저녁 식사 : ~ 4,000 엔",불가능합니다,"2-17-9 Asakusa, Taito-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Tsukuba Express / Asakusa 역에서 도보로 2 분 거리 (120m)
도쿄 메트로 긴자 라인 / 아사쿠사 역에서 도보로 9 분 (650m)
도쿄 메트로 진 자 라인 / 타와 라마치 (도쿄) 역에서 도보 10 분 (730m)",,7 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,"점심, 저녁 식사, 저녁 식사, 맛있고 저렴한 레스토랑, 금연",,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/34449143.jpg,,,,,,,,,,,,,,,,,,,,
龍王,드래곤 킹,https://retty.me/area/PRE13/ARE9/SUB902/100000098011/,03-3874-4018,중국 음식 Gyoza 테이크 아웃,"[Sun, 월요일, 수요일, 금요일, 토요일]
 19:00-24:00",매주 화요일,"점심:-
저녁 식사 : ~ 2,000 엔",불가능합니다,"3-7-4 Asakusa, Taito-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Tsukuba Express / Asakusa 역에서 도보로 5 분 (330m)
도쿄 메트로 진 자 라인 / 아사쿠사 역에서 도보 8 분 (620m)
도쿄 메트로 진 자 라인 / 타와 라마치 (도쿄) 역에서 도보로 12 분 (890m)",,,예,"예
완전히 흡연이 허용됩니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,,,,,,개인 룸 저녁 식사 쌀 흡연이 허용됩니다,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/4389495.jpg,,,,,,,,,,,,,,,,,,,,
Gyoza Bar けいすけ,Gyoza Bar Keisuke,https://retty.me/area/PRE13/ARE9/SUB902/100001311490/,050-5316-3781,Gyoza 바라면 와인 바,"[하루 종일]
 18:00-4:00","하루 종일 개점
폐쇄 : 2017 년 1 월 3 일까지 하루 종일 열립니다. 그 후에 전화하여 확인하십시오.","점심:-
저녁 식사 : ~ 2,000 엔",불가능합니다,"4-18-7 Asakusa, Taito-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Tsukuba Express / Asakusa 역에서 도보로 6 분 (450m)
도쿄 메트로 진 자 라인 / 아사쿠사 역에서 도보 11 분 (830m)
도쿄 메트로 진 자 라인 / 타와 라마치 (도쿄) 역 (1.1km)에서 도보 14 분",,"7 석
(뒤쪽에는 좌석이 올라갑니다.)",예,"불가능합니다
(전자 담배 만 사용할 수 있습니다.)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
4 명",https://gyozabark.jimdofree.com/,,,,,"개인 실, 단일 용도, 와인, 첫 번째 열차, 저녁 식사, 금연, 늦은 밤에 문을 닫을 때까지 개장
다른 사용 장면을 참조하십시오",,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/26667551.jpg,PayPay,,,,,,,,,,,https://www.facebook.com/gyooza/,,,,,,,,
I’m mikan,저는 미칸입니다,https://retty.me/area/PRE13/ARE9/SUB902/100001615542/,03-3844-6100,젤라토 오덴,"[월요일, 수요일, 금요일, 토요일, 휴일]
 12:00-20:30 L.O. 20:30
[낮]
 10:00-19:00 L.O. 18:30
마감 시간은 하루에 따라 다를 수 있습니다",매주 화요일,"점심 : ~ 1,000 엔
저녁 식사 : ~ 1,000 엔","비자
마스터 카드
Amex
식당
JCB","3-15-12-1f Nishi-Asakusa, Taito-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Tsukuba Express / Asakusa 역에서 도보로 1 분 (53m)
도쿄 메트로 긴자 라인 / 타와 라마치 (도쿄) 역에서 도보 8 분 (570m)
도쿄 메트로 진 자 라인 / 아사쿠사 역에서 도보로 10 분 (740m)",없음,6 석,없음,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
7 명 이상",,,,,,금연 페이 페이 지불 가능,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/31782699.jpg,PayPay,,,,,,,,,,,,,,,,,,,
シナノヤ酒店,신나노이아 주류 상점,https://retty.me/area/PRE13/ARE9/SUB902/100000838292/,03-3841-8387,"서있는 음료, 코너","[월요일부터 금요일, 토요일, 휴일]
 11:00-24:00",매주 일요일,"점심 : ~ 1,000 엔
저녁 식사 : ~ 1,000 엔",불가능합니다,"1-5-10 Kaminarimon, Taito-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 진 자 라인 / 타와 라마치 (도쿄) 역에서 도보로 2 분 거리 (130m)
Tsukuba Express / Asakusa Station에서 도보로 4 분 거리 (280m)
도쿄 메트로 진 자 라인 / 아사쿠사 역에서 도보 6 분 (420m)",,,예,"예
완전히 흡연이 허용됩니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,,,,,,"점심, 개인 실, 솔로, 스타일리쉬, 저녁 식사, 쌀, 흡연, 개인 실, 점심, 세련된, 개인 실
다른 사용 장면을 참조하십시오",,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/36016362.jpg,,,,,,,,,,,https://www.instagram.com/explore/locations/1682236618746610/,,,,,,,,,
阿吽ノ和牛,아우노 와규,https://retty.me/area/PRE13/ARE9/SUB902/100001515596/,03-5830-6129,야키니쿠 호르몬,"[하루 종일]
저녁 식사 17:00-23:00 L.O. 22:30
마감 시간은 하루에 따라 다를 수 있습니다","매주 목요일마다 불규칙한 휴일
가게가 닫히면 상점에 확인하십시오.
새해 휴일 (확인하십시오)
불규칙한 휴일을 사용할 수 있습니다.
가장 최근의 공휴일은 매장에 직접 확인하십시오.","점심 : ~ 1,000 엔
저녁 식사 : ~ 6,000 엔","비자
마스터 카드
Amex
식당
JCB","4 층, 2-1-13 Kaminarimon, Taito-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 진 자 라인 / 아사쿠사 역에서 도보로 1 분 (38m)
Tsukuba Express / Asakusa Station에서 도보로 9 분 (680m)
Toei Asakusa Line / Honjo Azumabashi Station에서 도보 9 분 (690m)",없음,"32 석
(Sumida 강을 따라 4 개의 카운터, 6 개의 좌석, 3 개의 테이블)","예
(Sumida 강을 따라 4 개의 카운터)","불가능합니다
(매장 내부는 완전히 금연합니다 ... 상점 외부의 직원들을위한 흡연 공간이 있습니다.)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,기타 ID 및 Apple Pay는 호환됩니다,"5,000 ~ 5,999 엔 코스, 7,000 ~ 7,999 엔 코스로 제공됩니다.",고기 요리 전문,"술, 쇼카, 와인, 칵테일","싱글 싱글 엔터테인먼트/음주 파티 약혼 파티 싱글 엔터테인먼트 작별 파티를 환영 파티를 환영합니다. 크리스마스 저녁 식사 연말 파티 새해 파티를 마시는 아이들과 함께 즐거운 영어 사용 가능한 개인 공간
다른 사용 장면을 참조하십시오",예,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100001515596/archive/15067777-5e5dea32056da.jpg,PayPay,,"예
예약 할 수있는 사람의 수에 대한 최저 한도 (앉음) : 20 명
최대 28 명까지 임대 할 수 있습니다","ALL-YOU-CAN-DRINK 가격 : 2,000-2,999 엔, 2 시간 동안 all-you-can-drink, 3 시간 이상 동안 싱글 링크",사용 가능한 예약,예,예 (무료),"영어
언어 지원 메뉴가 있습니다",,,,,"보기가 좋습니다
풍경은 아름답습니다
개방성이 있습니다
나이트 뷰를 볼 수 있습니다
숨는 곳","놀라운 응답 가능
축하 가능성
테이크 아웃 가능성",,"Suica, Manaca, Icoca, Hayakaken, Nimoca, Sugoca, Quicpay",https://x.com/aunwagyu,,,
河金 千束店,카와킨 센스쿠 스토어,https://retty.me/area/PRE13/ARE9/SUB902/100000972457/,03-3872-0794,"쌀 그릇, 돼지 고기 커틀, 카레, 햄버거","[일요일, 월요일부터 금요일까지]
 11:00-20:00",매주 토요일,"점심 : ~ 1,000 엔
저녁 식사 : ~ 1,000 엔",불가능합니다,"5-16-11 ASAKUSA, TAITO-KU, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Tsukuba Express / Asakusa 역에서 도보로 8 분 (580m)
도쿄 메트로 히비야 라인 / 산노 미야 스테이션 13 분 (1.0km)
도쿄 메트로 진 자 라인 / 아사쿠사 역에서 도보 14 분 (1.1km)",,,예,"예
완전히 흡연이 허용됩니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,"점심, 연회 및 음주 파티, 싱글 OK, 작별 파티, 환영 파티, 연말 파티, 새해 파티, 세련된, 저녁, 쌀, 흡연 허용, 세련된 점심
다른 사용 장면을 참조하십시오",,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/31260449.jpg,,,,,,,,,,,,https://www.ac,,,,,,,,
鳥なお,새 나오,https://retty.me/area/PRE13/ARE9/SUB902/100001187468/,03-3843-5805,야키토리 이자카야,"[tue-fri/전 휴일 전]
 17:30-25:00 L.O. 24:00
[태양, 토요일, 휴일]
 17:00-23:00 L.O. 22:30",매주 월요일,"점심:-
저녁 식사 : ~ 6,000 엔","비자
마스터 카드
Amex
식당
JCB","Isayo Building 1f, 1-5-9 Kaminarimon, Taito-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 긴자 라인 / 타와 라마치 (도쿄) 역 (120m)에서 도보로 2 분
Tsukuba Express / Asakusa 역에서 도보로 4 분 (300m)
도쿄 메트로 진 자 라인 / 아사쿠사 역에서 도보 6 분 (420m)",없음,"14 석
(카운터에서만 14 석)","예
(14 석)","불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,"3,000 엔 ~ 3,999 엔 코스, 4,000 엔에서 4,999 엔 코스로 구입할 수 있습니다.",,,술을 마실 수 있으면 와인 저녁 식사 저녁 식사를 마실 수 있습니다,없음,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/34987595.jpg,,,,,사용 가능한 예약,,불가능합니다,,없음,불가능합니다,,https://www.facebook.com/torinao.asakasa/,"차분한 분위기
골목을 향합니다",축하 가능성,,,,,,
むささんじん 蔵前店,Musasanjin Kuramae 상점,https://retty.me/area/PRE13/ARE9/SUB902/100000007985/,사적인,라멘 톤 코츠라면 gyoza,"[월요일 ~ 금요일, 토요일, 휴일 전 및 휴일 전]
 11:00-14:30
 18:00-24:00",매주 일요일,"점심 : ~ 1,000 엔
저녁 식사 : ~ 1,000 엔",불가능합니다,"2-3-4 Komagata, Taito-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Toei Oedo Line / Kuramae Station에서 도보로 1 분 (50m)
Toei Asakusa Line / Kuramae Station에서 도보로 4 분 거리 (310m)
도쿄 메트로 진 자 라인 / 아사쿠사 역에서 도보 6 분 (420m)",,"15 석
(카운터 만)",예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,http://r.goope.jp/musasanjin/about,,,,,"점심 연회와 음주 파티 싱글 OK 작별 파티를 환영 파티 연말 파티 새해 파티를 마실 수 있습니다. 저녁 식사 저녁 식사를 마실 수 있습니다.
다른 사용 장면을 참조하십시오",,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/31081536.jpg,,,,,,,,,,,,,,,,,,,,
一心,하나의 마음,https://retty.me/area/PRE13/ARE9/SUB902/100000776931/,03-3844-8911,라면 Tonkotsu라면,"[월요일부터 금요일, 토요일, 휴일 전]
점심 11 : 30-14 : 00 L.O. 14:00
저녁 식사 18:00-22:00 L.O. 22:00",매주 일요일과 공휴일,"점심 : ~ 1,000 엔
저녁 식사 : ~ 1,000 엔",불가능합니다,"3-19-4 Kotobuki, Taito-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 긴자 라인 / 타와 라마치 (도쿄) 역에서 도보로 3 분 거리 (230m)
Toei Oedo Line / Kuramae Station에서 도보로 3 분 거리 (240m)
Toei Asakusa Line / Kuramae Station에서 도보로 6 분 거리 (430m)",,12 석,예,"연기 분리
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,"점심, 저녁, 저녁 식사, 맛있는 레스토랑, 싼 레스토랑, 흡연 허용, 급여 지불 지불 수락",,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/34219311.jpg,PayPay,,,,,,,,,,,,,,,,,,,
Lounge Vista,라운지 비스타,https://retty.me/area/PRE13/ARE9/SUB902/100001268775/,03-3842-1066,식당 뷔페,"[주중]
11 : 00-12 : 20
12 : 30-13 : 30
14 : 00-15 : 20
18 : 00-22 : 30 LO20 : 30

[토요일, 일요일 및 휴일]
11 : 00-12 : 20
12 : 30-13 : 30
14 : 00-15 : 20
15 : 30-16 : 50

점심은 뷔페이며 주중에는 3 개의 섹션과 주말과 휴일에는 4 개의 섹션을 이용할 수 있습니다.",하루 종일 개점,"점심 : ~ 4,000 엔
저녁 식사 : ~ 4,000 엔","비자
마스터 카드
Amex
식당
JCB","2-2-4 Kaminarimon, Taito-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 긴자 라인 / 아사쿠사 역에서 도보로 1 분 (39m)
Toei Asakusa Line / Asakusa 역에서 도보로 1 분 (39m)
Toei Oedo Line / Kuramae Station에서 도보로 8 분 (580m)
도쿄 메트로 진 자 라인 / 타와 라마 마치 역에서 도보로 8 분 (610m)",없음,,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,https://www.mugitoro.co.jp/vista/info.html,,,,"맥주, 쇼치, 와인, 위스키",당신이 모두 당신을 먹지 않는 모든 금연을 불러 일으키지 않습니다,없음,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100001268775/archive/3571317-67ed036708a4d.jpg,,,,,사용 가능한 예약,,,,,불가능합니다,https://www.instagram.com/asakusa_mugitoro/,,"보기가 좋습니다
풍경은 아름답습니다",,,,,,,
とり幸,Torisou,https://retty.me/area/PRE13/ARE9/SUB902/100000096918/,03-3874-3543,"쌀 그릇, 뜨거운 냄비, 닭고기 요리",,불규칙한 휴일,"점심:-
저녁 식사 : ~ 6,000 엔",,"3-33-7 Asakusa, Taito-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Tsukuba Express / Asakusa 역에서 도보로 7 분 거리 (490m)
도쿄 메트로 진 자 라인 / 아사쿠사 역에서 도보로 9 분 (680m)
도쿄 메트로 진 자 라인 / 타와 라마치 (도쿄) 역 (1.1km)에서 도보 14 분",,,예,"예
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",,,,,,,흡연 허용,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/2272297.jpg,,,,,,,,,,,,https://www.facebook.com/%E6%B5%85%E8%8D%89-%E3%81%A8%E3%82%8A%E5%B9%B8-114847988605271/home,,,,,,,,
松よし,마츠 요시,https://retty.me/area/PRE13/ARE9/SUB902/100001348924/,03-3841-3698,이자카야,오전 7 시부 터,명확하지 않습니다,"점심 : ~ 2,000 엔
저녁 식사 : ~ 4,000 엔",,"2-7-21 Asakusa, Taito-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Tsukuba Express / Asakusa Station에서 도보로 3 분 거리 (220m)
도쿄 메트로 긴자 라인 / 아사쿠사 역에서 도보로 7 분 거리 (500m)
도쿄 메트로 긴자 라인 / 타와 라마치 (도쿄) 역에서 도보 8 분 (640m)",,8 석,예,"예
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,흡연 허용,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/11750251.jpg,,,,,,,,,,,,,,,,,,,,
